epoch : [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]
loss : [0.013847321207772514, 0.009987859618264795, 0.008331180122665694, 0.007083637217985965, 0.0061223268860065546, 0.005365982780976048, 0.004761618020552429, 0.004269419284282975, 0.003857363393540428, 0.0035072388407351865, 0.003207522828152271, 0.002945865179753043, 0.0027140575674835777, 0.0025066390419836906, 0.0023197955808149334, 0.002150751529973957, 0.001996902661917151, 0.001856374353567352, 0.001768001139321736, 0.0017282089944979776, 0.001688845812526272, 0.0016499040771754143, 0.0016114134849125488]
val_PSNR_Loss : [35.759788513183594, 38.05165100097656, 39.08023452758789, 39.93003845214844, 40.685874938964844, 41.531707763671875, 42.10340118408203, 42.491722106933594, 43.08153533935547, 43.320167541503906, 43.41412353515625, 43.45933532714844, 43.46221923828125, 43.45247268676758, 43.3785400390625, 43.26963806152344, 43.205955505371094, 43.111839294433594, 43.0864143371582, 43.059974670410156, 43.02544403076172, 42.99726867675781, 42.968746185302734]
SSIM_Loss : [0.941359, 0.9994036, 0.99991626, 0.9999549, 0.9999649, 0.99996966, 0.9999765, 0.99997884, 0.9999802, 0.9999794, 0.9999825, 0.9999831, 0.9999825, 0.9999818, 0.99998236, 0.99997634, 0.9999763, 0.99998057, 0.99998045, 0.99998075, 0.99998075, 0.99998045, 0.99998033]
real_lr : [0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.000100000005]
PSNR_Loss : [30.952675, 37.658253, 39.103687, 40.041348, 40.83522, 41.63762, 42.324368, 42.80747, 43.28044, 43.70572, 43.857014, 43.985165, 43.952393, 43.941006, 43.969814, 43.83981, 43.769165, 43.670746, 43.627213, 43.583786, 43.580296, 43.550037, 43.508377]
val_SSIM_Loss : [0.9982103705406189, 0.9999264478683472, 0.9999641180038452, 0.9999698996543884, 0.9999557137489319, 0.9999797940254211, 0.9999765157699585, 0.9999829530715942, 0.9999862909317017, 0.9999834895133972, 0.9999855756759644, 0.9999836683273315, 0.9999836683273315, 0.9999833106994629, 0.9999781847000122, 0.9999544024467468, 0.999977707862854, 0.9999758005142212, 0.9999790191650391, 0.9999785423278809, 0.9999788999557495, 0.9999776482582092, 0.9999771118164062]
lr : [0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278]
val_loss : [0.010985122931500276, 0.009057524158722824, 0.007638070804791318, 0.006553123373952177, 0.005708235088321897, 0.005036734551605251, 0.00449575206471814, 0.004049921625604232, 0.00367059882523285, 0.003349100446535481, 0.003070945034010543, 0.0028259734623134135, 0.002607701848157578, 0.002411716669383976, 0.0022347492062383227, 0.002074379241093993, 0.0019276385247293446, 0.0017938183542961876, 0.0017537753459893994, 0.001714261225424707, 0.0016751702202277051, 0.0016364999813959003, 0.0015983015143622955]
