epoch : [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]
loss : [0.01802237865831399, 0.013398961757482005, 0.011947735567764807, 0.011076793380285537, 0.010582769860156716, 0.01029492591968069, 0.010116981578180985, 0.00996007257733672, 0.009844804780059098, 0.00980548865731199, 0.009714912130122594, 0.009732855206515175, 0.00967687846016173, 0.00964613783890985, 0.009675699766260966, 0.009566105619070547, 0.009576111284167998, 0.009595289454690759, 0.00959823157784158, 0.009613100991401757, 0.009573531793222305, 0.009598813169217164, 0.009572296732536803, 0.009538905184026905, 0.00955623513367219, 0.009535568338498664]
val_PSNR_Loss : [22.49442481994629, 21.636812210083008, 20.761865615844727, 21.64328384399414, 22.120471954345703, 21.594318389892578, 20.86363983154297, 21.252893447875977, 21.30841064453125, 21.866491317749023, 21.474300384521484, 21.429471969604492, 22.171661376953125, 21.59294891357422, 21.587671279907227, 21.620586395263672, 21.85054588317871, 21.672271728515625, 21.5115966796875, 21.872055053710938, 21.276321411132812, 21.883930206298828, 21.453264236450195, 21.59561538696289, 21.609262466430664, 21.650146484375]
SSIM_Loss : [0.92023885, 0.94502974, 0.9456825, 0.94859046, 0.94828314, 0.94883674, 0.9484868, 0.9487121, 0.9493648, 0.94895965, 0.94998276, 0.94977486, 0.95047086, 0.9504368, 0.95026594, 0.951269, 0.95122176, 0.95064706, 0.9505522, 0.95014596, 0.95042056, 0.9501551, 0.9509113, 0.9512334, 0.9506335, 0.9513024]
real_lr : [0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.000100000005, 0.000100000005, 0.000100000005, 0.000100000005, 0.000100000005, 3.1622778e-05]
PSNR_Loss : [19.914408, 20.255701, 20.282578, 20.33504, 20.344837, 20.331282, 20.320557, 20.339178, 20.344568, 20.328259, 20.350636, 20.339737, 20.356287, 20.367832, 20.346277, 20.391403, 20.383385, 20.370014, 20.360603, 20.34734, 20.366062, 20.350029, 20.36712, 20.381664, 20.370361, 20.3748]
val_SSIM_Loss : [0.9446284174919128, 0.9329587817192078, 0.9138855338096619, 0.9421395063400269, 0.9466836452484131, 0.9321271777153015, 0.9266090393066406, 0.9298451542854309, 0.917823076248169, 0.9467049837112427, 0.9379475116729736, 0.9404870271682739, 0.9510245323181152, 0.9424132704734802, 0.9385485649108887, 0.9397792816162109, 0.9475276470184326, 0.9383446574211121, 0.934066653251648, 0.9451005458831787, 0.9277315139770508, 0.9430010318756104, 0.9387253522872925, 0.9397390484809875, 0.9424808025360107, 0.9425048828125]
lr : [0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.0003162278, 0.000100000005, 0.000100000005, 0.000100000005, 0.000100000005, 0.000100000005]
val_loss : [0.010863704938027593, 0.010165267085863485, 0.010738596237368054, 0.008547126005093256, 0.0074333935355146725, 0.008009749412950542, 0.009160903675688638, 0.008347281472136576, 0.008154317684885528, 0.0071541071558992066, 0.007768596729470624, 0.007840204445852175, 0.006641925685107708, 0.007527908620735009, 0.007523191047625409, 0.007453833003011015, 0.007084675692021846, 0.0073488127233253585, 0.007598174694511625, 0.007021294627338648, 0.007991868495527242, 0.00698990858056479, 0.007685642130672932, 0.007446649287723832, 0.007426746541427241, 0.007357148050020138]
